text,label
"[[VIDEOID:e487d57bdd82c5405085efb372c8fecd]]<br />This straightener is a nice metallic black and comes with a thin storage sleeve. There is a tiny instruction pamphlet included.<br /><br />The flat iron feels good in my hands. I like that the cord swivels at the base so that it does not tangle.<br /><br />This did an okay job on my hair. I have fine medium length hair and this mostly relaxed my curls so that my hair was more wavy that fully flat. I set the temperature to 300 for fine hair. I also tried 350.<br /><br />There are several things that make this iron just okay for me. First, it is weird to have the temperature controls between the flat iron blades. There is a constant temperature key and also temperature plus and minus keys, in case the constant temperature key is not set.<br /><br />The power button should be pressed to start setting the temperature and then when the LCD stops flashing, it has reached that temperature. Then the power button has to be pressed again so that the light in the middle of the plate lights up.<br /><br />The plates have some space between them and they are offset a bit from each other which is the biggest annoyance to me. I guess this is why it straightened my hair only so much. This is not a bad flat iron but it is not perfect either.",1
"Incredible for effortlessly untangling hair
Conclusion: Highly recommend for anyone needing a hair detangler.",0
The PHILIPS SONICARE ESSENCE+ TOOTHBRUSH & AIRFLOSS ELECTRIC FLOSSER (Value Bundle) offers a high-quality cleaning experience with its powerful sonic toothbrush and efficient electric flosser.,0
"I take Melatonin to help me sleep just about every night.  I had NO CLUE melatonin helps improve skin condition as well!  I have very positive results when I take it to help me sleep. I'm guessing it plays a role in why I experience  great results with MU TENUTO Bereceuse Water Gel cream as well! I love the consistency of this cream. Its a nice, light gel.  It doesn't take much cream at all to cover my face. It applies/spreads so easily on skin.  The first time I used it, I was concerned that it was going to be sticky.  Fortunately, that's not the case.  It absorbs quickly leaving my skin soft and smooth immediately.  I can not only see it but I can feel how it hydrates my skin as well. My skin is normally extremely sensitive and very dry.  The hydration really makes my skin feel great.  I apply the cream at night before bed and enjoy the results in the morning when I awaken.  Lavender is one of my favorite scents.  But I just do not care much for the scent of this cream.  I will not deduct a star from my rating due to the scent...the scent doesn't last long at all.  I don't think its fair to penalize the cream for a scent that doesn't last long.  I have no negative reactions to MU TENUTO. It works and feels great on my sensitive skin.  For those interested in packaging, the jar is glass-nice and heavy with music notes all around it. And here's a neat feature...if you scan the QR code on the package, a snippet of classic music will play on your Smart phone! That's pretty neat.<br /><br />I love what MU  TENUTO does for my skin and works with the very first use!  I find the price reasonable.  This is an excellent cream-it takes wonderful care of my dry, sensitive skin. Definitely recommended!",1
"The product is a large and heavy dryer, designed to meet various drying requirements.",0
This product is a superb choice for those looking to enhance their makeup application.,0
This is an amazing contour pallette,1
"This product is geared towards the youthful demographic, catering to those in their early to mid-thirties.",0
"The lashed are pretty but the band is too wide, it covers too much of the eyelid. Also the way it's packaged makes it difficult to remove from plastic casing and tears the lash strip.",1
I was delighted to experience a variety of skin care benefits when using this product set.,0
